Genes,Value1,Value2
Gja8,-0.487379351,-0.07669725
Ptges3,-0.488388436,4.549030003
Krt16,-0.491656711,2.226771818
Cops2,-0.492018606,0.402927257
Ube1l,-0.496043025,-0.906015179
Setdb1,-0.497974536,3.84455992
Hsbp1,-0.49972261,2.161312528
Pcdhgc3,-0.499843086,-5.396932742
Capzb,-0.503064386,-2.243205767
Swap70,-0.5049927,-1.636744682
Baat,-0.506471122,0.566595446
Slc25a20,-0.508490708,-0.195076696
Ubox5,-0.512300721,8.461741571
Fgf18,-0.513131328,-3.872012559
Kcna1,-0.513991815,-0.416307437
Akp2,-0.515195288,-5.092690999
Cbfa2t2,-0.515405066,1.856739663
Sc4mol,-0.515738736,-1.10036154
Adam28,-0.516008782,6.737997399
Cd86,-0.519602601,0.530051795
Top3a,-0.519815192,0.528898531
Dao1,-0.52058386,-0.904709726
Upk2,-0.522340772,-1.011420397
Ubr2,-0.528573655,-2.713345785
Smpdl3a,-0.533656327,1.048723884
Frzb,-0.534710621,-0.11929293
Acyp1,-0.537772174,1.341688628
Fgfbp1,-0.538938097,0.756656931
Ndc80,-0.54032094,5.577909428
Egf,-0.545839731,1.80937158
Il12b,-0.546667315,-0.678297321
Sftpd,-0.549858042,-6.532826492
Naca,-0.550350484,4.981435017
Pgcp,-0.551412182,-2.957316406
Plcg2,-0.552139259,-0.957643032
Vti1b,-0.555692125,-0.011078167
Gprk6,-0.557422144,-1.063585501
Fgf4,-0.559912283,1.416872719
Mdm2,-0.56030524,0.945776901
Dmbt1,-0.561363073,-1.809662202
Arhgdig,-0.565997147,-2.143535023
Actn3,-0.566153935,0.061249681
Pi4k2a,-0.567319098,0.228751539
Fxyd2,-0.567747947,2.952063154
Ryr1,-0.569408112,1.143069728
Spg20,-0.570524522,-4.074572864
Tshb,-0.571785671,-0.335673446
Slc10a1,-0.57260928,0.676574196
Rbm4,-0.576728299,0.856955442
Apoh,-0.576893925,-0.05890515
Slc25a13,-0.578058708,2.96898766
Mars,-0.578573321,6.586022627
Pld2,-0.578802154,-0.540296664
Trhr,-0.579704202,-0.709020839
Cherp,-0.581575511,0.049017457
Il10,-0.583618345,-0.450466586
Lct,-0.583722048,0.082336227
Myo1d,-0.583903878,2.558349949
Dctn1,-0.584312902,-1.519164218
Iqgap2,-0.585023619,0.454304931
Nr0b2,-0.587539123,1.571941159
Naalad2,-0.588958129,-0.045573356
Pbef1,-0.590609164,-0.19368373
Uvrag,-0.592739233,0.295964724
Ufd1l,-0.594319979,0.35783377
Dohh,-0.596394388,-2.011840744
Aadac,-0.59652983,-1.892949741
Limk1,-0.598035836,0.261925334
Etfa,-0.600899765,1.876892934
Tnfrsf4,-0.602692851,-0.481069733
Psmd9,-0.602802617,0.270819102
Insr,-0.60416851,2.060156336
Gli3,-0.604722,-0.899659128
Zkscan5,-0.607165577,-0.465677088
Tmem106c,-0.613060995,14.43962379
Mtmr1,-0.613997513,1.761122674
Gp1ba,-0.616607928,-0.167114184
Tgds,-0.61740481,2.551740377
Gdi1,-0.618171606,-0.630488769
Aox1,-0.6189283,-4.040300861
Rap2a,-0.618956056,0.323472368
Rit1,-0.620269484,1.920063389
Pgam2,-0.623267083,0.510256993
Ifnb1,-0.624560644,0.073035156
Lck,-0.624878033,-0.276420929
Ckap4,-0.626245625,2.569383988
Stam2,-0.626503228,4.333003216
Top3b,-0.627005477,1.27760835
Cd302,-0.628523373,-6.00921029
Rgs4,-0.629353384,1.938979268
Gpd2,-0.630764349,4.062576978
Brd3,-0.635040982,-1.668882562
Aldh3a2,-0.636670401,0.884922774
Nphp1,-0.64357004,-0.062725036
Grin2a,-0.643946212,1.618601596
H2-Oa,-0.644009043,-1.694171276
C78339,-0.645032445,-0.875264584
Jund1,-0.647657681,-3.891780772
Myog,-0.64783632,0.005079096
Centd1,-0.651859731,-3.381163026
Gldc,-0.652684872,0.094191951
Ppapdc1,-0.656613487,0.040170562
Dapk3,-0.657862433,-0.954404374
Mgmt,-0.66045405,0.954834339
Alox12b,-0.662474493,1.630427235
Celsr2,-0.665440258,1.258259859
Il6,-0.669198839,-1.971308178
Ap2b1,-0.669824064,-0.372361005
Gjb5,-0.67601434,0.581551391
Col9a1,-0.678292015,-0.020568794
Arid3a,-0.678989066,5.293535605
Nr1h4,-0.682564157,1.869029439
Nab1,-0.686160995,-1.159322434
Zic3,-0.687187705,0.583879166
Ache,-0.690432009,-0.617011175
Hesx1,-0.697385308,0.93294387
Adam12,-0.698186671,3.141478114
Car4,-0.698513688,-4.237948542
Spna1,-0.6991073,-0.838321033
Eral1,-0.700189067,1.936089087
Ndufs5,-0.706360621,1.443342499
Rnf10,-0.709013602,-2.10444481
Trim25,-0.712443554,-1.473427721
Tnc,-0.714715145,0.41424366
Aoah,-0.71508469,-2.374908218
Magoh,-0.7168298,0.97128623
Gcm1,-0.718238538,-0.037299806
Zfp259,-0.72077902,2.694907169
Dlg1,-0.723139476,2.98422814
Tnfsf11,-0.725520087,3.092591698
Bfsp1,-0.729713717,-0.370643907
Tesk1,-0.73238728,3.054478573
Adprh,-0.733089431,-1.957305779
Rgs10,-0.734049553,4.422721827
Adrbk1,-0.739845973,0.913078011
Ctbp1,-0.746038043,1.848229924
Azgp1,-0.753341489,3.423188237
Esrrb,-0.754202755,0.636147198
Parn,-0.75494732,1.103732976
Il13,-0.758109271,0.270239111
Dmp1,-0.7593199,-1.080578604
Azi1,-0.76122242,0.497990807
Lgals9,-0.771216101,-1.706166281
Grik1,-0.771923656,0.435235728
Ctsf,-0.772911739,-1.906381407
2610209M04Rik,-0.773753749,-0.097155465
Nmb,-0.782261555,1.394846225
Ereg,-0.786285173,1.361329832
Ecm1,-0.786591045,0.116755303
Ercc1,-0.78730398,1.680868833
Pltp,-0.794783394,-0.303146406
Prl,-0.79749325,-0.402035024
Hpcal1,-0.800717811,-4.004998419
Hltf,-0.803321269,7.501071476
Klrg1,-0.806371645,0.131547903
Ei24,-0.807199865,0.03234523
Speg,-0.808793283,0.604530919
Grpr,-0.809641537,-1.097489728
Notch2,-0.812518358,-1.012242392
Tsc22d3,-0.813209582,-5.637511092
Ascc3,-0.813553786,0.446424249
Hsd17b3,-0.813733107,0.114605517
Clec11a,-0.815336184,0.813108368
Gart,-0.815822639,2.688487516
Got2,-0.817837056,4.089080059
Csrp1,-0.818020519,-5.655189675
Il7,-0.823586722,1.321847172
Cdc25b,-0.824934043,1.376779843
Grb10,-0.831246987,-0.228325361
Gad1,-0.836561968,2.657860646
Slc12a3,-0.840237737,-0.053582255
Ogt,-0.84026053,8.85811058
Ppyr1,-0.841650988,-0.863421734
Apc2,-0.84329729,-0.440513948
Socs1,-0.85098188,-0.631423396
Gnat2,-0.851226321,0.265674259
Epb4.9,-0.852556264,-1.792810845
Map4k1,-0.860248957,1.492974877
Blm,-0.8617851,2.246624342
Slc10a3,-0.864067145,-0.117921413
Acta1,-0.866212737,0.710903875
Apba2,-0.868145936,1.823052588
Dio1,-0.872197639,1.105871702
Nxph2,-0.875158125,-0.952441153
Adra2a,-0.877173951,-3.148312157
Zfp318,-0.886775814,2.108824051
Guca1a,-0.886845357,1.097334821
Nkx2-9,-0.891990985,0.247229055
Pou1f1,-0.892248619,0.907220858
Pip5k3,-0.894093408,-0.256275169
Pold1,-0.898553807,-0.827683405
Myh10,-0.899194498,-4.561988481
Rabep1,-0.899501473,2.656157502
Senp6,-0.900468767,-0.493605342
Bag1,-0.902967966,-0.046203042
Myst2,-0.90430988,2.702069485
Sh2d1a,-0.906537738,0.323408953
Sf3a3,-0.907999715,-0.919237899
Cad,-0.911841076,13.09909212
Usp22,-0.912986928,-0.162181659
Foxn1,-0.913365372,-2.940676883
Nt5dc1,-0.915806325,19.54691637
Dffa,-0.924216116,1.875634292
Alox12e,-0.925946351,0.563654744
Gbf1,-0.926522188,1.741661286
Clgn,-0.927044061,1.479623527
C8g,-0.927136233,0.583769341
Rtn1,-0.927438559,-3.519644289
Mst1r,-0.928534096,7.814347436
Trap1,-0.928905862,10.36185266
Neurod2,-0.931425925,-0.260287195
Sstr3,-0.936220115,-0.640784389
Mrc2,-0.937087002,-1.528992281
Traf3,-0.939423698,0.471904031
Itpr1,-0.951471789,-5.114516759
Agtrl1,-0.95428442,0.908168797
Sdc4,-0.95750485,-2.986941819
Rel,-0.959896829,2.281648212
Col4a3,-0.961478658,-4.604101231
Ercc3,-0.965900819,1.982289202
Cenpa,-0.97003837,6.659091305
Tff3,-0.972846846,8.810221195
Lhb,-0.977853688,1.016489795
Thy1,-0.980055187,2.151961299
Sorbs3,-0.984403486,-3.904153606
Wsb1,-0.986824174,-0.434956492
Tyk2,-0.988731775,-0.814467705
Ctsw,-0.99263582,-2.563028224
Guk1,-1.000458332,0.749566677
Pclo,-1.001002314,1.112782641
Snx13,-1.001445165,0.001626185
Col4a1,-1.003330934,-0.947043666
Casq2,-1.004338351,-3.685470252
Psip1,-1.004390293,1.105354466
H1fx,-1.007783106,0.824079515
Gli2,-1.012455198,-0.604605294
Ttf1,-1.01358222,-0.17123859
Kcnq1,-1.019304731,1.333464977
Coro1a,-1.022681075,-1.935919924
Mllt11,-1.024512866,1.67346694
Nek7,-1.029116008,-4.008926015
F12,-1.030427348,-0.066754091
Trafd1,-1.035343641,-0.324473002
Sac3d1,-1.035839699,3.434963539
Twf2,-1.042174231,-5.353118933
Evi5,-1.047121698,-3.722452416
Kcnh2,-1.051768655,1.300649912
Il2rg,-1.051840036,-0.020540947
Actn2,-1.053092022,-0.321339712
BC048355,-1.057820279,5.978312981
Zbtb17,-1.064974904,0.759595717
Ephb6,-1.064995867,-2.611317634
Shmt2,-1.065874933,8.209381167
Cbln1,-1.066552377,0.301057217
Galr2,-1.070435797,-1.049296908
Diap1,-1.070948677,-1.860675979
Pde6g,-1.07308052,0.438331195
Aprin,-1.073233914,-0.780095017
Cdkn3,-1.075611698,4.568780731
Tyr,-1.0772754,-2.480154049
Nefl,-1.078588606,0.402730303
Blr1,-1.087937682,-1.080131522
Cadps,-1.099001544,0.095073573
Rmnd5a,-1.106081333,0.271484848
Tef,-1.106184346,0.393925431
Khk,-1.109780315,-0.328102686
Rnd2,-1.109953484,0.70099542
Sntb1,-1.111102265,2.030881973
Pdlim4,-1.112147433,1.327180053
Aldh1a1,-1.114645377,-0.26947446
Arhgap6,-1.115849034,-4.988288861
Zw10,-1.117946,-0.240757991
Tm4sf1,-1.117995366,-1.580872926
Clca3,-1.124201365,-0.08088787
Taf11,-1.129503843,1.41172571
Cacna1c,-1.131731459,-0.442352164
St8sia3,-1.134274615,-0.039657546
Nf2,-1.136806884,-0.411996399
Dpf2,-1.13747705,-0.021082049
Adam22,-1.142065284,0.815767609
Icam1,-1.14398935,-1.664575396
Itm2a,-1.144123931,-5.577325251
Rbl2,-1.148846618,-0.98176459
Hyal2,-1.150943378,-1.728641787
Rsu1,-1.156596385,-2.258920992
Sgca,-1.159082385,-2.803858738
Bmp7,-1.160224554,1.400425803
Ltbr,-1.164598722,2.216122415
Fgf2,-1.169014967,-1.378818441
Ccr7,-1.179517945,1.771225043
Dctn5,-1.183298293,1.16071848
Nptx2,-1.185651631,1.994870776
4121402D02Rik,-1.186570387,-1.347255649
Grap2,-1.189185558,0.796972456
Oaz2,-1.195719839,-2.275039637
Tnfaip3,-1.197474718,-1.762462936
Apod,-1.199592018,1.599819643
Gosr1,-1.201005961,0.887415653
T,-1.201913212,1.452669479
Hrc,-1.202020843,0.164181349
1110036O03Rik,-1.204946072,1.105426361
Pde6d,-1.215252396,0.805050093
Pold4,-1.215617116,1.863771847
Sema6c,-1.217958137,-0.370056629
Gpx7,-1.218053549,-0.188196375
Ubl3,-1.219720925,1.446649159
Apoc2,-1.220551237,-0.891811601
Ccng2,-1.226883855,6.58577325
Fasl,-1.229820219,-0.480470669
Slc2a5,-1.23066524,-0.035355182
Gpx2,-1.231486339,10.30308311
Klf1,-1.239464122,0.216034577
Nr1d2,-1.241529658,-0.624174482
Col4a2,-1.24499158,-3.598731792
Prpf8,-1.249981245,-1.451987097
Bai1,-1.250420247,-0.049692221
Tmc6,-1.250919741,1.166147228
Ccnd2,-1.259266189,-3.869026088
Rnf44,-1.260466627,2.287658208
Smarcd1,-1.267207519,0.512686271
Kif5b,-1.268395179,1.210117051
Cdkn2b,-1.270194004,-2.318169188
Cpa3,-1.276469402,-3.438969746
Tmem115,-1.278261952,-2.458939447
Pdcd4,-1.284929677,0.265771713
Ttc35,-1.285417563,4.702977537
Pkn2,-1.285843203,-0.680984553
Jmjd6,-1.285859275,-0.879486485
Drd2,-1.287336371,0.091448922
Pigr,-1.288199695,2.029816572
Ccl22,-1.29066866,-0.22266015
Il12a,-1.292276455,-0.403033646
Shh,-1.293376722,-0.043470348
Shoc2,-1.294804533,-1.84159026
Chuk,-1.29724516,1.578381403
Aldh1a3,-1.300867242,-0.071214025
Sacm1l,-1.302847818,-5.668407745
Rxrg,-1.303332915,-1.739769105
Crkl,-1.305140398,0.720888341
Bcap31,-1.306349773,2.028745035
Krt2,-1.3111438,0.080807458
Wbp4,-1.317411666,-0.334763007
Ncor2,-1.31763366,-5.057266157
Ktn1,-1.317680088,-0.375800793
Arl3,-1.321688251,-0.629100523
Stxbp1,-1.324262531,-0.084137135
Pole2,-1.32569483,0.771280347
Coro2a,-1.326229069,0.117901161
Fads1,-1.332192133,-1.087716244
Fubp1,-1.333415287,2.992596119
Csn3,-1.334256652,0.043562814
Cyp7b1,-1.336845559,0.856431876
Stt3a,-1.340376022,1.549750089
St8sia5,-1.347701246,0.564103947
Wnk1,-1.353659186,0.446186898
Penk1,-1.358664516,-0.204076108
Gapdhs,-1.36776492,0.093407324
Adamdec1,-1.385277247,3.666337361
S100a8,-1.387416661,-7.452172933
Adra1a,-1.388310612,-1.105910866
Lyn,-1.389007924,-1.310311286
Gss,-1.393175431,2.932607894
Cx3cr1,-1.393784144,-2.368535078
Pvalb,-1.39587615,1.040578139
Gzmk,-1.398913441,1.607983861
Mbp,-1.402587953,-0.465651696
Gprasp1,-1.406149541,-1.136521937
Snrpa1,-1.409558469,3.337183383
Wwp2,-1.422549687,-1.581544566
Fdft1,-1.425781966,-0.845526782
Stx8,-1.426860702,0.17761312
Cps1,-1.429760504,3.990048623
Nedd9,-1.432676072,-2.630653058
Ncaph,-1.443880014,0.006699677
Ppie,-1.445862061,1.761353486
Mx2,-1.447485656,0.578492025
Cluap1,-1.449353401,0.155009255
Igfbp1,-1.450713549,0.352290568
Ddc,-1.455169316,3.219942209
Prodh2,-1.461680143,-0.151786851
Gdf1,-1.462331109,2.084797442
Prkcm,-1.464697226,-1.546606426
Il10ra,-1.466719199,-4.160726886
Slc1a5,-1.466980211,4.221416471
Slc30a1,-1.473919232,1.651663656
Cebpd,-1.474775528,-5.427209064
Cyp24a1,-1.486386973,4.965029563
Ifngr1,-1.494174819,-7.19465439
Gnl2,-1.499358991,2.743825768
Thbd,-1.500393742,-7.253007886
Hspa4l,-1.50114881,2.464108429
Pgm2,-1.502102818,-2.002508413
Il2,-1.504508703,0.314212639
Fh1,-1.507931331,5.000915506
Sgcg,-1.510885226,-3.694201344
Casp4,-1.512010498,2.658975637
Ms4a2,-1.518898084,-3.376600872
Chchd2,-1.524749853,-0.593649732
Syn2,-1.529031431,-0.295370506
Stat5b,-1.531548251,-1.634021113
Ik,-1.531769398,-1.511288625
Nras,-1.542248228,2.047598398
Cetn3,-1.545567316,0.914510394
Terf2,-1.562925328,1.222291432
Pnn,-1.563246682,7.169531417
Mat2a,-1.564056861,1.748299182
Plcb3,-1.565398062,1.20557192
Pip,-1.56613665,0.004033626
Ralb,-1.567261642,-4.176563027
A130034M23Rik,-1.56828759,1.938286548
Dlx4,-1.571844919,-0.138352382
Pcsk1,-1.573765423,2.454088779
Rhoh,-1.574444189,1.839631553
Cry2,-1.577565378,-0.774589192
Fgfr3,-1.578296283,0.965846431
Ssb,-1.578475233,3.20975374
D3Ertd300e,-1.58553284,0.346309353
Arhgap5,-1.58644213,2.556366376
Brap,-1.587311565,-0.402675638
Fhl2,-1.590415088,5.347980383
Sfrs7,-1.591358314,-2.214207086
Srp54,-1.594379034,6.120047451
Chrd,-1.595090626,0.069710514
Myom1,-1.595823682,-2.186261144
Psmc3,-1.601636625,-0.100016377
Jak2,-1.603556855,-0.612179713
Reln,-1.605269622,2.437303482
Psmc1,-1.607874542,1.699256578
Rarg,-1.609260672,-1.950982398
Nfyb,-1.611031746,0.564238339
Ppp3ca,-1.612190159,-0.09985787
Reps1,-1.616001597,-0.614953098
Lrp6,-1.619285961,0.012140528
Il6ra,-1.622309514,-1.49493465
Ap2s1,-1.628376961,0.338629725
Cbx5,-1.629235675,0.155557316
C3ar1,-1.63741318,-2.209444081
Pkp4,-1.638634559,2.424393139
Mphosph10,-1.641815,2.675927539
Tcf1,-1.644395131,-0.095473859
Huwe1,-1.648308397,2.020906528
Cyp27b1,-1.649027584,0.485380052
Rgs7,-1.657354761,1.215960894
Melk,-1.65893467,8.7962262
Ppp2r1b,-1.660589449,2.768084812
Mcl1,-1.661848856,-2.639843739
Tst,-1.663562395,1.3619631
Abcc8,-1.663929887,0.986291652
Atp4a,-1.668853647,-0.325405093
Kcne1,-1.67043377,-0.240923204
Meox1,-1.671494311,-1.180032328
Inhba,-1.680000312,-0.295992501
Cxcl5,-1.684152444,1.748699883
Chrnb2,-1.685396466,-0.000452043
Col1a1,-1.68935043,3.40843789
Ptgds,-1.690325104,-6.213187167
Lep,-1.694375724,0.987391199
Nudt1,-1.70043275,2.241944213
Nat2,-1.703625331,1.171849935
Srrm1,-1.709780136,-0.115008491
Il5,-1.715243329,-0.045753255
Pthr1,-1.716512506,-5.496329426
Syngr4,-1.719524609,0.335447867
Stc2,-1.725411459,0.68950747
Gnb5,-1.730699918,0.866478652
Serpina5,-1.733910221,-1.090469465
Serpinb9,-1.734342481,1.612689919
Tubb2c,-1.734556974,1.405928035
Tspan5,-1.742821683,7.873158993
Fadd,-1.749509993,2.700522749
2610101N10Rik,-1.750518149,0.512967087
1110014N23Rik,-1.751699028,3.572495763
Ren1,-1.75218996,-1.169265478
2310022K01Rik,-1.752822903,0.631163987
Dok2,-1.756068908,-5.123274094
Capn2,-1.756328952,-0.768836919
Fech,-1.758139429,0.132419677
Psmb4,-1.761361539,6.016047368
Gabrr2,-1.766061739,-0.541467008
Btd,-1.781605119,-1.278196083
Tsg101,-1.785428201,1.301393798
Kcnj5,-1.790459874,-0.136246519
Myod1,-1.794275798,0.025380286
Vcam1,-1.795927537,2.329510736
Ptprr,-1.800585041,-0.628851294
Ahsg,-1.802005459,0.653648189
Trp63,-1.804716503,0.798055257
Cep350,-1.813100844,-0.033225569
Gp5,-1.81389866,0.392732667
Ccdc52,-1.8394743,-0.105919967
Stag1,-1.846668789,1.008158815
Mdm1,-1.847275107,1.620170835
Abcb10,-1.848160477,0.701520706
Pklr,-1.848486466,0.415114034
Nipbl,-1.85863716,0.298851861
Arhgef1,-1.859253915,-2.390034101
Dntt,-1.861589912,0.696465865
Krt4,-1.86398153,-0.981624764
Anp32e,-1.868470526,4.755918339
Gast,-1.870440092,0.432106381
Gata1,-1.876310323,-1.251761417
Itgb5,-1.878449661,1.359120622
Dync1i2,-1.880434949,0.493246761
Bphl,-1.882995363,4.077635165
Gas6,-1.892935226,-7.104733796
Lrig1,-1.894228057,-0.396176806
Vdac1,-1.895522372,3.554732397
Aqp9,-1.896064072,-5.271719488
Cd83,-1.896996975,-1.646997331
Gabrg2,-1.897933378,-1.06278461
Slc4a1,-1.92200393,-0.231652778
Cdk5r1,-1.928524299,1.026194814
Atg7,-1.934422063,0.603104576
Crip2,-1.941965582,-3.481898221
D5Ertd40e,-1.945251561,0.901561556
Ccna1,-1.948593104,0.053010612
Tcf15,-1.949875651,0.820457755
Polr2a,-1.953434408,-1.177911143
Gpr37l1,-1.95417517,-0.081110822
Grm8,-1.958847749,-0.712508339
Rpa1,-1.962695148,0.771008598
Slc11a2,-1.964169181,0.857129754
Trpm1,-1.964486026,0.186550088
Dld,-1.965988215,0.605239222
Fap,-1.966233498,10.50587456
Tnfrsf11a,-1.973660868,4.490103447
Ptpn9,-1.985269308,0.567341401
Acvr1,-1.988920994,2.987115659
Sema3a,-1.990494253,3.074973282
Inhbc,-1.992617752,-1.218406166
Gc,-1.998751032,-0.49986029
Map3k5,-2.015873582,-0.223371283
Hmgcs2,-2.017257897,3.382415392
Akr1c6,-2.017659495,8.860044781
Mras,-2.022526031,-0.068544283
Zap70,-2.032087851,-0.191785086
Pink1,-2.045846745,-1.846998509
Khdrbs1,-2.049228483,1.8890205
Prlr,-2.051480775,3.617987232
Klf4,-2.056584037,-3.140014723
Nos3,-2.056848305,-1.175041678
Prpf4b,-2.05707157,1.346372044
Pdyn,-2.060502385,-0.742350764
Gclm,-2.063893919,4.354247528
Slc11a1,-2.066211685,-2.681370105
Hspa2,-2.071241925,-1.905346918
Ldlr,-2.073488719,-3.161314676
Slc7a8,-2.089715215,-2.744990749
Zp3,-2.090162811,-0.248884554
1110004F10Rik,-2.092365206,0.736811961
Samd4b,-2.095236235,0.267357576
Dnajc2,-2.0952478,2.601150911
Vipr2,-2.097043036,-0.971560318
Gnrhr,-2.099972207,-0.090131145
Parp1,-2.100028848,7.621933582
Dnajc7,-2.101453976,-0.780731255
Ddx21,-2.104785076,0.921224567
Oprm1,-2.109189177,-0.390345408
D14Abb1e,-2.113675134,-2.284497306
Ctnnbip1,-2.114871826,0.455896276
Plcd1,-2.116546551,-2.694302005
Pcnp,-2.116768967,0.483487707
Capn6,-2.124412523,0.124883535
Cdc7,-2.125423334,2.484312793
Hic1,-2.127267171,0.164134217
Abhd14a,-2.137402463,-2.686659604
Gm98,-2.137603406,-4.718943143
Cdon,-2.147987796,-0.141816371
Pla2g4a,-2.149228897,0.681623078
Efnb1,-2.151064259,-2.127813514
Ndph,-2.153353756,0.079010761
Cdc25c,-2.174030394,2.361743253
Dusp9,-2.179712899,-0.97374688
Rgs6,-2.185094387,0.858747571
Cap1,-2.18521832,-0.883406673
Pdgfb,-2.188154412,-2.95411591
Lgals1,-2.190002012,-1.140240256
Map2k3,-2.192692592,-2.262294074
Tiprl,-2.193302878,2.158191046
Cd5l,-2.193508505,-0.780836448
Gap43,-2.196698149,0.40210571
Usp1,-2.197532408,1.404636253
Hes2,-2.203243378,-1.302309005
Saa4,-2.204578769,1.706723974
Baz1b,-2.208084797,1.103888499
Gfap,-2.208935982,0.017981473
Sec23a,-2.215911338,5.540308742
Mfn1,-2.21820395,1.530814868
Rbck1,-2.231437993,8.898596374
Fbxw2,-2.239223556,5.388186686
Zp2,-2.239705348,0.440433659
Psmd6,-2.258504462,-0.586797772
Mcm3ap,-2.26450128,-0.128684546
Nvl,-2.265292629,1.021871379
Lypla1,-2.266241058,8.839111157
Zfx,-2.269009657,0.461795128
Pola1,-2.278218789,1.302972526
Vbp1,-2.27991623,4.948783089
F5,-2.285258102,2.045478891
Nrcam,-2.289063457,1.197479084
Rad23b,-2.29426549,2.333015747
Bms1l,-2.296859174,0.224938694
Gpr50,-2.298150612,-0.014573038
Nudc,-2.303031243,0.354862497
Slc6a8,-2.304795662,4.175012902
Tnnt3,-2.307465201,0.202882213
Ntsr1,-2.307630742,-0.917798007
Ephx2,-2.316259218,0.050751668
Pvrl3,-2.318835938,-1.161885875
S100a10,-2.322052755,-1.983866089
Rock2,-2.322750621,-1.060472779
Cetn2,-2.333076561,-0.4944859
Sms,-2.333422054,0.971672172
Phgdhl1,-2.340670099,-0.369106849
Ilvbl,-2.345733099,0.677038053
Bgn,-2.346274788,0.843128596
Efs,-2.346389448,0.316740033
Col5a2,-2.351042471,4.580379952
Rage,-2.352118426,1.650698614
P2ry1,-2.35632384,1.336422724
Nell2,-2.357634338,-0.410327545
Plk4,-2.358343026,1.366153489
Nr1h3,-2.358913271,0.999804677
Lemd2,-2.362255811,-1.123872283
Wisp1,-2.362932628,0.677306913
Stx2,-2.371435642,-1.953055013
Mafk,-2.374242901,3.312897962
Emp3,-2.386169095,-6.246868529
Ghrh,-2.391063616,0.337251015
Ctgf,-2.395970449,-3.17192501
Ncoa2,-2.403861921,0.829808175
Dbn1,-2.408825214,3.733161212
Gabrb1,-2.411287046,0.484916836
Mcm3,-2.411329412,3.190120574
Car12,-2.415693895,3.61034814
Cdc25a,-2.418619835,2.581176827
Gtpbp1,-2.420933647,-4.00971462
Sema3c,-2.428778919,2.178336403
Nf1,-2.429221092,-3.487968471
Uap1,-2.431709477,0.742827728
Wnt4,-2.433377113,-0.775160216
Irf3,-2.435374498,2.573280526
Il2ra,-2.437926484,1.175246759
Smc3,-2.439510236,2.426463859
Erlin1,-2.440561489,-0.499463864
Ugdh,-2.447824098,10.13785923
Dnajb1,-2.449304533,-2.089023893
Nfatc3,-2.453980376,-2.389173266
Prss12,-2.458548695,-1.363600463
Zfp2,-2.461193853,0.087777636
Tm2d1,-2.468179791,0.738128787
Mylk,-2.468941558,-6.11769987
Xpo1,-2.471896156,2.729142429
F2rl3,-2.472505549,1.00581854
Madcam1,-2.478064195,-0.504955705
Gpsm3,-2.482684561,-5.504549168
Rem1,-2.484183022,-1.128153715
Mrpl3,-2.497458957,11.57994929
Bcl2l11,-2.500357803,1.75732498
Cd80,-2.500983806,-0.085016483
Rfc1,-2.508158727,0.070835938
Atf6,-2.52232023,-0.18483074
2810422O20Rik,-2.524213245,1.642517202
Invs,-2.543161225,0.065621516
Ccs,-2.546998957,0.640678651
Mut,-2.563954515,1.089758039
pPtp4a3,-2.565912221,0.560454949
Tnfaip6,-2.566081609,0.783259303
Hnrph2,-2.567614926,-4.907727668
S100a9,-2.575022081,-0.077773655
Cstf3,-2.575132598,4.421912049
Atp2a3,-2.581892407,0.680709737
Sgce,-2.585904298,-4.980969636
Mas1,-2.58793899,0.542262191
Lias,-2.592730742,0.641662825
Dusp8,-2.596538009,-2.567692083
Bin1,-2.597104899,-2.294726974
Sh3bgrl,-2.598037821,-6.75107503
Opn1sw,-2.601862746,0.046725437
Arfgap3,-2.603621245,1.677112381
Phyh,-2.605515057,0.509781904
Praf2,-2.607641219,0.016533564
Ephx1,-2.617582085,1.955292231
Ppef2,-2.634335931,0.29532357
Rxra,-2.638254509,-3.613439187
Cdo1,-2.64051771,-0.636743024
Hdac2,-2.642314286,4.608047047
Gnat1,-2.643966179,0.519430126
Mfng,-2.654729033,-5.483042885
En2,-2.671799727,1.680094979
Psmc4,-2.674983052,5.398305618
Cd4,-2.675950192,6.755678109
Hoxb1,-2.676610136,1.808837443
Gata4,-2.678796617,-1.961296123
Folr2,-2.679979693,-5.177468081
Bmp5,-2.684701755,-0.350363213
Bdkrb1,-2.692699001,0.465466036
Dusp1,-2.696282736,-3.597885794
Ddx19b,-2.704151916,2.560593101
Tlk2,-2.716797319,1.698416373
Cxcl13,-2.71751767,12.45487937
Scrg1,-2.730025274,0.437654232
Elovl6,-2.732245727,3.11855947
Rit2,-2.732588858,0.029264254
Tert,-2.734731257,-3.302995553
Akap8,-2.734813909,-2.149956225
Apom,-2.735262964,0.870889594
Prrc1,-2.737928942,2.16390087
Ptgs2,-2.74143956,-0.291566877
Cst3,-2.744166509,-2.132192573
Rsrc2,-2.746946109,0.614786231
Gal,-2.748008104,0.223233769
Numa1,-2.753121712,0.961490063
Cyr61,-2.755322021,-1.633371443
Ctrc,-2.764283278,0.817102868
Dnaja1,-2.768556907,-0.316391761
Ubl4,-2.769438592,0.509743149
Myl3,-2.770138083,-1.960928449
Sim2,-2.775460568,1.811864263
Epha4,-2.781410829,0.987438152
Krt1,-2.790720247,0.798234149
Sh3bgr,-2.792609235,0.317319097
Ctnnd1,-2.792645349,-1.763146292
Ascl1,-2.799779947,3.047125895
Slc17a1,-2.824429294,0.28677345
